,Brand,Model,Spec,Year,dB at idle,dB at 50km/h,dB at 80km/h,dB at 100km/h,dB at 120km/h,dB at 140km/h
1489,Subaru,XV,2.0 CVT,2012, 42.5 , 55.6 , 62.6 , 67.0 , 70.2 , 73.4 
1490,Subaru,XV,2.0,2013, 41.9 , 55.0 , 62.9 , 68.0 , 68.7 , 69.5 
1491,Suzuki,Alto,1.0,2009, 45.8 , 56.3 , 64.8 , 68.9 , 70.4 , 72.3 
1492,Suzuki,Alto,1.0,2013, 40.1 , 62.1 , 67.2 , 70.2 , 74.3 , 77.0 
1493,Suzuki,Grand Vitara,2.7 V6,2008, 45.2 , 55.6 , 63.9 , 67.1 , 69.6 , 72.5 
1494,Suzuki,Kizashi,SLS,2010, 40.7 , 53.8 , 61.9 , 66.2 , 69.8 , 73.3 
1495,Suzuki,Kizashi,2.4,2011, 44.7 , 55.0 , 63.2 , 67.9 , 68.7 , 69.9 
1496,Suzuki,Kizashi,2.4,2011, 44.7 , 55.0 , 63.2 , 67.9 , 68.7 , 69.9 
1497,Suzuki,S-Cross,1.0,2017, 37.9 , 58.8 , 62.5 , 66.3 , 68.2 , 71.7 
1498,Suzuki,Splash,1.0,2008, 44.8 , 61.6 , 66.7 , 69.2 , 73.0 , 77.3 
1499,Suzuki,Splash,1.2,2008, 38.2 , 59.4 , 65.0 , 68.5 , 70.6 , 73.5 
1500,Suzuki,Splash,1.0,2013, 47.3 , 60.0 , 64.8 , 69.4 , 72.9 , 76.6 
1501,Suzuki,Splash,1.0,2013, 37.9 , 60.7 , 64.2 , 69.1 , 72.2 , 74.1 
1502,Suzuki,Swift,1.3,2010, 40.0 , 61.4 , 65.5 , 68.9 , 71.7 , 75.6 
1503,Suzuki,Swift,1.2,2011, 46.8 , 61.1 , 66.1 , 70.1 , 72.1 , 74.1 
1504,Suzuki,Swift,1.2,2011, 45.7 , 56.2 , 64.7 , 68.5 , 70.3 , 72.5 
1505,Suzuki,Swift,1.6,2012, 46.2 , 56.9 , 65.4 , 69.2 , 71.1 , 73.4 
1506,Suzuki,Swift,1.2,2017, 36.2 , 58.4 , 62.8 , 66.6 , 72.4 , 72.5 
1507,Suzuki,SX4,1.6,2010, 45.5 , 56.0 , 64.4 , 68.6 , 70.0 , 71.8 
1508,Suzuki,SX4,1.6,2013, 37.7 , 58.0 , 61.7 , 65.5 , 68.9 , 72.8 
1509,Suzuki,Vitara,1.6,2015, 39.3 , 59.6 , 65.4 , 68.5 , 71.3 , 73.8 
1510,Tesla,Model S,Hybrid,2012, 35.6 , 48.3 , 56.0 , 60.9 , 61.8 , 62.7 
1511,Tesla,Model S,Hybrid,2013, 35.0 , 55.2 , 61.0 , 64.1 , 67.6 , 68.1 
1512,Tesla,Model S,90D,2016, 43.2 , 51.6 , 56.2 , 59.6 , 63.6 , 66.5 
1513,Tesla,Model X,P90D,2016, 34.4 , 53.1 , 58.1 , 61.5 , 65.2 , 67.3 
1514,Tesla,Model X,P100D,2017, 35.9 , 53.8 , 58.5 , 63.3 , 65.2 , 68.6 
1515,Toyota,4Runner,4.0 V6,2010, 38.6 , 50.5 , 58.0 , 61.8 , 65.4 , 69.0 
1516,Toyota,4Runner,4.0 V6,2014, 43.5 , 51.7 , 57.0 , 59.2 , 63.0 , 66.8 
1517,Toyota,Auris,1.3,2009, 45.0 , 55.4 , 63.7 , 66.3 , 69.3 , 72.7 
1518,Toyota,Auris,GTI180,2009, 47.8 , 60.8 , 63.8 , 68.8 , 70.9 , 73.0 
1519,Toyota,Auris,1.6,2010, 45.0 , 55.4 , 63.7 , 66.3 , 69.3 , 72.7 
1520,Toyota,Auris,1.8,2010, 45.0 , 55.4 , 63.7 , 66.9 , 69.3 , 71.9 
1521,Toyota,Auris,Full Hybrid,2010, 45.5 , 59.1 , 65.1 , 67.1 , 70.1 , 74.1 
1522,Toyota,Auris,1.8 Hybrid,2013, 32.9 , 54.9 , 59.9 , 62.3 , 66.7 , 70.7 
1523,Toyota,Auris,Hybrid,2013, 45.9 , 56.5 , 60.6 , 65.3 , 67.6 , 71.3 
1524,Toyota,Auris,1.2,2016, 37.2 , 55.1 , 60.2 , 65.1 , 68.7 , 70.8 
1525,Toyota,Avalon,Hybrid,2012, 38.5 , 48.9 , 55.4 , 58.7 , 61.9 , 65.2 
1526,Toyota,Avalon,2.5 Hybrid,2016, 39.4 , 50.6 , 57.4 , 61.4 , 63.2 , 65.0 
1527,Toyota,Avensis,2.2 D-4D,2008, 43.6 , 53.7 , 61.7 , 63.4 , 67.2 , 71.5 
1528,Toyota,Avensis,1.8 Stationcar,2009, 43.9 , 54.0 , 62.1 , 65.1 , 67.6 , 70.3 
1529,Toyota,Avensis,2.2 D-4D Stationcar,2009, 52.2 , 60.3 , 65.1 , 67.2 , 70.3 , 72.2 
1530,Toyota,Avensis,2.0 Stationcar,2010, 43.8 , 53.9 , 62.0 , 64.9 , 67.5 , 70.5 
1531,Toyota,Avensis,2.0D,2012, 44.9 , 55.2 , 63.5 , 67.3 , 69.0 , 71.1 
1532,Toyota,Avensis,1.6D,2015, 46.7 , 58.4 , 61.6 , 65.3 , 68.7 , 72.0 
1533,Toyota,Aygo,1.0,2008, 46.8 , 57.6 , 66.2 , 71.6 , 72.0 , 72.8 
1534,Toyota,Aygo,1.0,2009, 46.4 , 57.1 , 65.7 , 69.9 , 71.4 , 73.3 
1535,Toyota,Aygo,1.0,2012, 47.2 , 58.1 , 66.8 , 71.8 , 72.6 , 73.8 
1536,Toyota,Aygo,1.0,2013, 45.5 , 62.6 , 67.9 , 71.6 , 75.0 , 78.3 
1537,Toyota,Aygo,1.0,2014, 47.6 , 63.7 , 68.5 , 70.5 , 73.3 , 77.0 
1538,Toyota,Camry,Hybrid,2013, 35.2 , 49.1 , 57.6 , 62.6 , 64.7 , 66.8 
1539,Toyota,C-HR,1.2,2017, 35.9 , 58.8 , 62.5 , 66.3 , 67.2 , 70.6 
1540,Toyota,C-HR,1.8,2017, 35.9 , 57.8 , 61.0 , 64.3 , 67.2 , 70.6 
1541,Toyota,Corolla,1.6 16v VVT-I,2008, 35.6 , 60.3 , 64.0 , 67.2 , 70.0 , 71.2 
1542,Toyota,Corolla,S,2009, 43.4 , 55.0 , 62.2 , 66.3 , 68.4 , 70.5 
1543,Toyota,Corolla,1.8,2014, 39.2 , 52.6 , 60.8 , 65.7 , 67.5 , 69.2 
1544,Toyota,GT86,2.0,2012, 45.8 , 56.3 , 64.8 , 66.8 , 70.5 , 74.7 
1545,Toyota,GT86,2.0,2014, 45.5 , 63.2 , 66.6 , 69.9 , 71.5 , 73.3 
1546,Toyota,Highlander,Hybrid,2008, 42.6 , 53.7 , 60.5 , 64.5 , 65.9 , 67.3 
1547,Toyota,Highlander,Hybrid,2011, 38.6 , 52.3 , 60.7 , 65.5 , 67.9 , 70.3 
1548,Toyota,Highlander,3.5 V6,2014, 40.7 , 51.5 , 58.1 , 61.8 , 63.8 , 65.9 
1549,Toyota,iQ,1.0,2009, 45.4 , 55.8 , 64.2 , 67.9 , 69.8 , 72.1 
1550,Toyota,IQ,1.0,2013, 43.9 , 60.3 , 65.3 , 68.9 , 71.8 , 74.3 
1551,Toyota,Land Cruiser,V8 4.7,2008, 42.3 , 52.1 , 59.9 , 63.0 , 65.2 , 67.6 
1552,Toyota,Land Cruiser,3.0 D-4D,2010, 43.2 , 53.1 , 61.1 , 63.1 , 66.5 , 70.3 
1553,Toyota,Prius,1.5,2008, 43.9 , 54.0 , 62.1 , 65.1 , 67.6 , 70.4 
1554,Toyota,Prius, ,2009, 39.9 , 54.8 , 63.7 , 69.6 , 69.9 , 70.2 
1555,Toyota,Prius,1.8,2009, 44.9 , 55.3 , 63.6 , 66.7 , 69.2 , 72.1 
1556,Toyota,Prius,1.8 HSD,2009, 32.4 , 59.3 , 62.5 , 66.8 , 68.5 , 73.0 
1557,Toyota,Prius,PHV,2010, 39.6 , 54.5 , 63.5 , 69.2 , 70.2 , 71.3 
1558,Toyota,Prius,1.8,2011, 45.0 , 55.4 , 63.8 , 66.9 , 69.4 , 72.3 
1559,Toyota,Prius, ,2012, 45.6 , 59.1 , 63.1 , 66.7 , 70.2 , 73.6 
1560,Toyota,Prius,1.8,2012, 46.6 , 63.0 , 66.7 , 69.2 , 71.7 , 74.6 
1561,Toyota,Prius,1.8,2012, 44.1 , 54.2 , 62.4 , 66.2 , 67.8 , 69.8 
1562,Toyota,Prius,1.8 Hybrid Wagon,2012, 46.0 , 53.3 , 61.5 , 66.4 , 70.9 , 74.6 
1563,Toyota,Prius,Plug-In,2014, 44.5 , 55.6 , 60.8 , 65.4 , 68.5 , 72.0 
1564,Toyota,Prius,Wagon,2014, 35.5 , 51.9 , 61.7 , 68.0 , 68.9 , 69.8 
1565,Toyota,Prius,1.8 Hybrid,2016, 34.5 , 56.8 , 61.3 , 64.2 , 68.6 , 70.6 
1566,Toyota,Prius,Hybrid,2017, 46.9 , 58.8 , 62.5 , 66.3 , 69.1 , 72.7 
1567,Toyota,RAV4,2.2 D-4D,2008, 45.0 , 55.4 , 63.7 , 68.1 , 69.2 , 70.7 
1568,Toyota,RAV4,2.0 VVT-i,2012, 39.9 , 57.2 , 63.7 , 66.7 , 71.0 , 74.5 
1569,Toyota,RAV4,2.0,2013, 38.3 , 56.3 , 60.2 , 63.9 , 67.8 , 70.9 
1570,Toyota,RAV4,2.5,2013, 47.0 , 56.1 , 61.7 , 64.9 , 66.4 , 68.0 
1571,Toyota,Sequoia,5.7 V8,2008, 43.0 , 54.7 , 61.9 , 66.0 , 68.2 , 70.4 
1572,Toyota,Sienna,3.5 V6,2011, 41.4 , 53.6 , 61.0 , 65.4 , 67.1 , 68.8 
1573,Toyota,Tundra,4.6 V8,2016, 43.8 , 55.3 , 62.3 , 66.6 , 67.9 , 69.3 
1574,Toyota,Urban Cruiser,1.3,2009, 44.1 , 54.2 , 62.4 , 65.3 , 67.9 , 70.9 
1575,Toyota,Venza,2.7,2009, 42.6 , 55.9 , 64.0 , 69.1 , 70.0 , 70.9 
1576,Toyota,Verso,1.8,2008, 44.3 , 54.6 , 62.7 , 67.0 , 68.2 , 69.8 
1577,Toyota,Verso,1.8,2009, 45.4 , 55.9 , 64.3 , 66.8 , 70.0 , 73.6 
1578,Toyota,Verso-S,1.3,2011, 45.6 , 56.1 , 64.5 , 67.4 , 70.2 , 73.4 
1579,Toyota,Verso-S,1.3,2011, 45.6 , 56.1 , 64.5 , 67.4 , 70.2 , 73.4 
1580,Toyota,Yaris,1.3,2008, 47.0 , 57.8 , 66.5 , 70.1 , 72.4 , 74.9 
1581,Toyota,Yaris,1.3 VVT-I,2010, 39.7 , 61.3 , 66.2 , 70.0 , 71.4 , 74.6 
1582,Toyota,Yaris,1.3,2011, 46.6 , 60.0 , 65.2 , 68.1 , 71.8 , 75.3 
1583,Toyota,Yaris,1.3,2012, 45.2 , 55.7 , 64.0 , 67.4 , 69.7 , 72.2 
1584,Toyota,Yaris,1.5,2012, 45.7 , 55.7 , 61.5 , 65.4 , 70.4 , 73.2 
1585,Toyota,Yaris,1.5 Hybrid,2012, 44.2 , 54.4 , 62.6 , 65.9 , 68.1 , 70.5 
1586,Volkswagen,Amarok,2.0 TDI,2012, 47.9 , 57.3 , 61.9 , 64.6 , 68.8 , 71.0 
1587,Volkswagen,Arteon,2.0,2017, 50.8 , 58.8 , 61.5 , 64.3 , 66.2 , 69.6 
1588,Volkswagen,Beetle,1.2,2012, 45.0 , 55.4 , 63.7 , 68.4 , 69.2 , 70.4 
1589,Volkswagen,Caddy,1.6 TDI,2011, 45.0 , 55.4 , 63.8 , 67.2 , 69.4 , 71.8 
1590,Volkswagen,CC,2.0 T,2009, 48.8 , 57.8 , 63.3 , 66.4 , 68.2 , 70.0 
1591,Volkswagen,CrossPolo,1.2,2014, 41.8 , 57.8 , 62.2 , 65.3 , 68.6 , 71.7 
1592,Volkswagen,EOS,2.0 TFSI,2008, 37.1 , 59.0 , 65.0 , 67.0 , 68.3 , 69.2 
1593,Volkswagen,EOS,1.4 TSI,2010, 34.8 , 60.1 , 64.7 , 66.4 , 68.2 , 70.0 
1594,Volkswagen,EOS,2.0,2011, 44.8 , 55.1 , 63.4 , 67.6 , 68.9 , 70.6 
1595,Volkswagen,Fox,1.2,2008, 46.7 , 63.9 , 66.4 , 70.6 , 72.6 , 75.0 
1596,Volkswagen,Fox,1.2,2009, 45.8 , 56.4 , 64.9 , 69.5 , 70.5 , 71.9 
1597,Volkswagen,Golf,1.6 Stationcar,2008, 45.0 , 55.4 , 63.8 , 68.0 , 69.3 , 71.0 
1598,Volkswagen,Golf,2.0 TDI,2008, 46.0 , 62.4 , 65.2 , 67.2 , 68.6 , 70.7 
1599,Volkswagen,Golf,R32,2008, 45.5 , 57.7 , 65.2 , 69.2 , 72.4 , 75.6 
1600,Volkswagen,Golf,1.4 TSI,2009, 44.0 , 56.4 , 62.3 , 64.5 , 66.7 , 70.5 
1601,Volkswagen,Golf,1.4 TSI Plus,2009, 45.3 , 55.8 , 64.1 , 66.7 , 69.8 , 73.3 
1602,Volkswagen,Golf,GTI,2009, 44.1 , 54.3 , 62.5 , 66.1 , 67.9 , 70.1 
1603,Volkswagen,Golf,1.4 TSI Stationcar,2010, 44.9 , 55.2 , 63.5 , 67.2 , 69.0 , 71.2 
1604,Volkswagen,Golf,1.6 TDI,2010, 44.4 , 54.6 , 62.8 , 67.3 , 68.3 , 69.7 
1605,Volkswagen,Golf,GTD,2010, 44.5 , 54.8 , 63.0 , 66.3 , 68.6 , 71.1 
1606,Volkswagen,Golf,GTI,2010, 46.4 , 56.9 , 63.7 , 66.4 , 71.7 , 77.1 
1607,Volkswagen,Golf,1.4 Cabrio,2011, 44.3 , 54.5 , 62.7 , 67.0 , 68.1 , 69.6 
1608,Volkswagen,Golf,1.4 Convertible,2011, 44.3 , 54.5 , 62.7 , 67.0 , 68.1 , 69.6 
1609,Volkswagen,Golf,1.4 TSI,2011, 44.4 , 59.0 , 64.2 , 67.4 , 68.3 , 71.1 
1610,Volkswagen,Golf,1.4 TSI,2012, 38.9 , 56.9 , 59.2 , 62.1 , 65.2 , 67.1 
1611,Volkswagen,Golf,1.4,2013, 35.9 , 54.6 , 58.9 , 62.5 , 64.7 , 67.5 
1612,Volkswagen,Golf,1.4 Stationcar,2013, 35.9 , 56.5 , 61.2 , 65.5 , 66.9 , 70.5 
1613,Volkswagen,Golf,1.6 D,2013, 46.1 , 57.0 , 61.1 , 63.2 , 66.2 , 70.1 
1614,Volkswagen,Golf,1.2 Sportsvan,2014, 36.4 , 54.3 , 59.2 , 61.8 , 65.5 , 69.4 
1615,Volkswagen,Golf,1.4 Sportsvan,2014, 44.3 , 58.2 , 62.2 , 65.5 , 68.3 , 70.2 
1616,Volkswagen,Golf,1.6,2014, 42.6 , 56.1 , 59.6 , 62.3 , 65.6 , 68.6 
1617,Volkswagen,Golf,GTD,2014, 43.6 , 59.2 , 63.1 , 66.9 , 68.6 , 70.3 
1618,Volkswagen,Golf,GTE,2014, 42.3 , 58.2 , 61.6 , 64.9 , 67.6 , 69.3 
1619,Volkswagen,Golf,GTI,2014, 43.6 , 60.2 , 63.6 , 66.9 , 67.6 , 69.3 
1620,Volkswagen,Golf,R,2014, 35.8 , 59.1 , 62.1 , 65.1 , 69.1 , 70.5 
1621,Volkswagen,Golf,1.4,2015, 38.2 , 57.1 , 61.1 , 63.1 , 66.0 , 69.0 
1622,Volkswagen,Golf,1.8,2015, 42.2 , 52.5 , 58.8 , 62.5 , 64.0 , 65.5 
1623,Volkswagen,Golf, 1.0,2016, 37.9 , 56.8 , 60.5 , 64.3 , 66.2 , 69.6 
1624,Volkswagen,Golf,1.0,2016, 39.9 , 56.8 , 59.5 , 62.2 , 66.2 , 69.6 
1625,Volkswagen,Golf,1.0 Sportsvan,2016, 37.9 , 57.8 , 61.0 , 64.3 , 66.2 , 69.6 
1626,Volkswagen,Golf,2.0D,2016, 44.9 , 58.8 , 62.0 , 65.3 , 67.2 , 70.6 
1627,Volkswagen,Golf,GTI,2016, 43.1 , 60.2 , 63.3 , 65.6 , 66.3 , 69.7 
1628,Volkswagen,Golf,1.0,2017, 37.7 , 55.1 , 61.0 , 65.1 , 70.2 , 70.3 
1629,Volkswagen,Golf,1.5,2017, 37.9 , 58.8 , 61.5 , 64.3 , 66.2 , 69.6 
1630,Volkswagen,Golf,1.5 stationcar,2017, 38.9 , 59.8 , 63.0 , 66.3 , 67.2 , 70.6 
1631,Volkswagen,Golf,EV,2017, 43.9 , 52.3 , 57.8 , 60.5 , 67.6 , 67.7 
1632,Volkswagen,Jetta,1.6,2008, 41.8 , 61.7 , 65.4 , 68.0 , 70.4 , 71.0 
1633,Volkswagen,Jetta,2.0 TDI,2009, 47.8 , 58.9 , 65.5 , 69.7 , 70.6 , 71.4 
1634,Volkswagen,Jetta,1.2,2011, 42.7 , 52.6 , 60.4 , 63.6 , 65.8 , 68.2 
1635,Volkswagen,Jetta,1.2 TSI,2011, 43.6 , 53.1 , 58.6 , 64.1 , 67.2 , 69.6 
1636,Volkswagen,Jetta,2.5 V5,2011, 39.8 , 50.7 , 57.4 , 61.1 , 63.5 , 66.0 
1637,Volkswagen,Jetta,1.4 Hybrid,2013, 34.2 , 53.9 , 58.5 , 62.3 , 64.5 , 67.7 
1638,Volkswagen,Jetta,1.4 Hybrid,2014, 35.0 , 49.8 , 58.8 , 64.4 , 65.6 , 66.8 
1639,Volkswagen,Jetta,1.4,2016, 40.3 , 52.5 , 60.0 , 64.5 , 66.0 , 67.5 
1640,Volkswagen,Multivan,2.0 TDI,2011, 48.7 , 60.3 , 64.3 , 68.2 , 70.5 , 73.0 
1641,Volkswagen,Passat,1.8 TFSI Stationcar,2008, 43.1 , 62.0 , 64.5 , 66.5 , 68.0 , 69.5 
1642,Volkswagen,Passat,1.9 TDI,2008, 44.5 , 54.7 , 62.9 , 68.0 , 68.4 , 69.1 
1643,Volkswagen,Passat,2.0 TFSI Stationcar,2008, 43.6 , 53.7 , 61.7 , 66.2 , 67.1 , 68.4 
1644,Volkswagen,Passat,3.6 V6 CC,2008, 41.1 , 58.8 , 61.0 , 63.5 , 66.0 , 69.7 
1645,Volkswagen,Passat,2.0 TDI Stationcar,2009, 43.5 , 53.5 , 61.5 , 66.1 , 66.9 , 68.0 
1646,Volkswagen,Passat,1.4 TSI,2011, 35.8 , 54.6 , 58.3 , 62.4 , 65.1 , 68.3 
1647,Volkswagen,Passat,1.4 TSI,2011, 44.5 , 54.7 , 62.9 , 67.0 , 68.4 , 70.2 
1648,Volkswagen,Passat,1.6 TDI,2011, 42.0 , 51.7 , 59.4 , 62.7 , 64.6 , 66.9 
1649,Volkswagen,Passat,1.6 TDI Stationcar,2011, 48.5 , 58.1 , 61.4 , 64.2 , 66.9 , 69.8 
1650,Volkswagen,Passat,3.5 V6,2012, 43.3 , 56.1 , 63.8 , 68.5 , 69.9 , 71.4 
1651,Volkswagen,Passat,2.0 TDI,2013, 45.0 , 54.1 , 59.6 , 62.8 , 64.2 , 65.6 
1652,Volkswagen,Passat,1.4,2014, 37.1 , 58.2 , 61.2 , 64.3 , 67.3 , 70.7 
1653,Volkswagen,Passat,2.0 TDI,2014, 41.0 , 56.2 , 59.6 , 62.9 , 66.6 , 68.3 
1654,Volkswagen,Passat,1.6 TDI Stationcar,2015, 49.7 , 58.8 , 61.6 , 64.4 , 66.2 , 69.3 
1655,Volkswagen,Passat,2.0 TDI Stationcar,2015, 42.3 , 56.2 , 60.6 , 64.9 , 66.6 , 68.3 
1656,Volkswagen,Passat,2.0 TDI,2016, 44.9 , 59.8 , 62.5 , 65.3 , 66.2 , 69.6 
1657,Volkswagen,Passat CC,1.8 TSI,2008, 44.1 , 54.2 , 62.4 , 66.5 , 67.8 , 69.5 
1658,Volkswagen,Phaeton,4.2 V8,2008, 42.9 , 52.8 , 60.7 , 63.1 , 66.1 , 69.5 
1659,Volkswagen,Phaeton,4.2 V8 L,2010, 44.5 , 55.4 , 59.8 , 62.1 , 63.7 , 66.9 
1660,Volkswagen,Phaeton,3.0 TDI,2011, 41.3 , 50.9 , 58.5 , 61.4 , 63.7 , 66.2 
1661,Volkswagen,Polo,1.4,2009, 43.9 , 54.1 , 62.2 , 66.4 , 67.6 , 69.2 
1662,Volkswagen,Polo,1.4 16V,2009, 43.1 , 61.2 , 64.4 , 67.1 , 69.4 , 71.4 
1663,Volkswagen,Polo,1.2 TDI,2010, 47.9 , 60.4 , 64.1 , 66.4 , 69.5 , 71.3 
1664,Volkswagen,Polo,1.2 TDI,2011, 49.5 , 61.5 , 65.1 , 68.8 , 69.3 , 71.6 
1665,Volkswagen,Polo,1.2,2012, 44.8 , 55.1 , 63.4 , 67.8 , 68.9 , 70.4 
1666,Volkswagen,Polo,1.2 TSI,2012, 42.2 , 58.3 , 62.6 , 65.8 , 69.1 , 72.4 
1667,Volkswagen,Polo,1.4,2013, 44.7 , 58.8 , 64.6 , 65.4 , 68.8 , 71.4 
1668,Volkswagen,Polo,1.0,2016, 42.1 , 62.2 , 64.3 , 66.3 , 69.2 , 72.8 
1669,Volkswagen,Polo,GTI,2016, 43.9 , 61.8 , 65.5 , 69.3 , 70.1 , 73.7 
1670,Volkswagen,Polo,1.0,2017, 38.9 , 57.8 , 61.0 , 64.3 , 66.2 , 69.6 
1671,Volkswagen,Polo,1.2,2017, 46.5 , 56.8 , 61.2 , 65.7 , 71.7 , 71.8 
1672,Volkswagen,Scirocco,2.0 TSI,2008, 44.4 , 63.0 , 68.1 , 69.5 , 71.4 , 73.5 
1673,Volkswagen,Scirocco,2.0 TDI,2009, 45.4 , 55.9 , 64.3 , 68.6 , 69.9 , 71.6 
1674,Volkswagen,Scirocco,1.4 TSI,2012, 46.2 , 61.6 , 65.6 , 66.9 , 71.1 , 72.8 
1675,Volkswagen,Scirocco,2.0 TDI,2014, 44.9 , 60.2 , 64.6 , 68.9 , 71.5 , 73.3 
1676,Volkswagen,Sharan,2.0 TDI,2011, 46.2 , 60.5 , 61.8 , 65.3 , 67.2 , 70.8 
1677,Volkswagen,Sharan,1.4,2012, 42.6 , 52.4 , 60.3 , 63.1 , 65.6 , 68.3 
1678,Volkswagen,Tiguan,2.0 TDI,2008, 47.5 , 60.1 , 63.4 , 65.7 , 67.4 , 71.1 
1679,Volkswagen,Tiguan,2.0 TFSI,2009, 45.4 , 55.8 , 64.2 , 68.3 , 69.8 , 71.7 
1680,Volkswagen,Tiguan,2.0 TDI 4-Motion,2011, 43.8 , 58.1 , 62.1 , 64.1 , 67.4 , 70.6 
1681,Volkswagen,Tiguan,2.0 TSI,2011, 43.0 , 53.0 , 60.9 , 63.8 , 66.3 , 69.1 
1682,Volkswagen,Tiguan,1.4 TSI,2012, 39.4 , 55.0 , 59.8 , 63.2 , 65.6 , 69.9 
1683,Volkswagen,Tiguan,1.4,2016, 43.9 , 54.6 , 58.6 , 60.5 , 65.6 , 67.6 
1684,Volkswagen,Tiguan,2.0,2016, 37.9 , 55.8 , 59.0 , 62.2 , 64.3 , 67.6 
1685,Volkswagen,Tiguan,1.4,2017, 42.9 , 57.8 , 61.5 , 65.3 , 67.2 , 70.6 
1686,Volkswagen,Touareg,V8,2008, 42.9 , 53.7 , 60.3 , 64.0 , 66.1 , 68.2 
1687,Volkswagen,Touareg,3.0 V6 TDI,2010, 43.1 , 53.0 , 61.0 , 64.7 , 66.3 , 68.3 
1688,Volkswagen,Touareg,3.0 V6 TDI,2014, 41.0 , 56.2 , 59.6 , 62.9 , 65.7 , 67.3 
1689,Volkswagen,Touareg,3.0 V6,2015, 41.0 , 57.2 , 60.1 , 62.9 , 66.6 , 68.3 
1690,Volkswagen,Up,1.0,2012, 45.6 , 61.6 , 61.8 , 66.5 , 70.2 , 73.2 
1691,Volkswagen,Up,1.0,2013, 41.7 , 58.7 , 62.8 , 66.9 , 69.4 , 73.8 
1692,Volkswagen,Up,1.0,2014, 46.8 , 62.4 , 67.5 , 70.0 , 72.0 , 75.2 
1693,Volkswagen,Up,1.0,2016, 43.9 , 60.8 , 64.0 , 67.3 , 69.1 , 72.7 
1694,Volkswagen,XL1, ,2014, 47.0 , 63.1 , 68.9 , 71.3 , 72.3 , 76.0 
1695,Volvo,C30,2.4i,2008, 44.6 , 54.9 , 63.1 , 66.4 , 68.7 , 71.2 
1696,Volvo,C30,2.5,2008, 44.7 , 56.0 , 62.8 , 67.0 , 68.3 , 69.6 
1697,Volvo,C30,T5,2008, 45.1 , 61.6 , 66.1 , 68.1 , 70.0 , 72.1 
1698,Volvo,C70,T5,2010, 44.4 , 60.6 , 64.4 , 67.8 , 70.1 , 72.3 
1699,Volvo,D6,2.4,2015, 43.6 , 53.0 , 56.9 , 62.2 , 65.7 , 68.8 
1700,Volvo,S40,2.0,2008, 43.2 , 53.1 , 61.1 , 65.1 , 66.4 , 68.1 
1701,Volvo,S40,2.0,2009, 45.7 , 56.2 , 64.7 , 65.2 , 70.4 , 76.3 
1702,Volvo,S60,2.0T,2010, 45.2 , 55.7 , 64.0 , 64.4 , 69.7 , 75.7 
1703,Volvo,S60,D5 2.4,2011, 43.2 , 53.2 , 61.2 , 64.1 , 66.6 , 69.3 
1704,Volvo,S60,T6,2011, 38.1 , 55.4 , 66.2 , 71.7 , 76.7 , 81.8 
1705,Volvo,S60,T5 2.0,2012, 43.2 , 53.1 , 61.1 , 63.7 , 66.5 , 69.7 
1706,Volvo,S60,D4,2014, 44.2 , 57.0 , 59.5 , 62.3 , 65.0 , 68.6 
1707,Volvo,S80, ,2008, 40.1 , 57.5 , 61.0 , 64.0 , 66.0 , 70.0 
1708,Volvo,S80,2.0,2008, 44.3 , 54.5 , 62.7 , 66.8 , 68.1 , 69.8 
1709,Volvo,S80,T6,2008, 42.8 , 52.6 , 60.5 , 64.4 , 65.8 , 67.6 
1710,Volvo,S80,D5 2.4,2012, 42.8 , 52.7 , 60.6 , 63.9 , 66.0 , 68.3 
1711,Volvo,S80,D4,2014, 43.5 , 52.7 , 56.4 , 60.6 , 64.3 , 67.2 
1712,Volvo,S90,D4,2016, 45.9 , 57.8 , 61.0 , 63.3 , 64.3 , 67.6 
1713,Volvo,S90,D4,2017, 44.9 , 56.8 , 60.5 , 64.3 , 66.2 , 69.6 
1714,Volvo,V40,D2,2012, 43.4 , 54.3 , 58.4 , 61.2 , 64.7 , 68.9 
1715,Volvo,V40,T3,2012, 42.5 , 54.8 , 60.6 , 63.8 , 66.2 , 68.1 
1716,Volvo,V40,T3 1.6,2012, 43.0 , 52.9 , 60.8 , 65.4 , 66.1 , 67.1 
1717,Volvo,V40,D2 1.6,2013, 49.7 , 57.0 , 61.9 , 65.2 , 67.4 , 71.1 
1718,Volvo,V40,T4 Cross Country,2014, 39.7 , 58.6 , 62.2 , 65.5 , 68.3 , 70.8 
1719,Volvo,V50,2.0I,2008, 43.5 , 62.2 , 65.4 , 67.6 , 68.9 , 71.4 
1720,Volvo,V50,1.6D,2010, 44.2 , 54.4 , 62.6 , 66.4 , 68.0 , 70.0 
1721,Volvo,V60,D3 2.0,2011, 44.5 , 54.7 , 62.9 , 65.5 , 68.5 , 71.9 
1722,Volvo,V60,D3,2012, 48.2 , 57.5 , 60.8 , 62.4 , 67.5 , 71.4 
1723,Volvo,V60,T6 3.0,2012, 43.9 , 54.0 , 62.1 , 66.0 , 67.5 , 69.4 
1724,Volvo,V60,D2,2015, 46.7 , 56.7 , 62.4 , 65.1 , 68.9 , 71.9 
1725,Volvo,V70,2.4D,2008, 43.7 , 53.8 , 61.9 , 64.9 , 67.4 , 70.2 
1726,Volvo,V70,3.2,2008, 43.9 , 54.1 , 62.2 , 64.9 , 67.7 , 70.9 
